Node,City,Latitude,Longitude
ANTFELP097NP004,ANTIPOLO CITY,14.61163773,121.1368054
ANTFELP097NP005,ANTIPOLO CITY,14.61176119,121.1360622
ANTFELP097NP006,ANTIPOLO CITY,14.61218454,121.138086
ANTFELP097NP007,ANTIPOLO CITY,14.61254833,121.1391325
ANTFELP097NP008,ANTIPOLO CITY,14.61244324,121.1392593
ANTFELP101NP001,ANTIPOLO CITY,14.62326754,121.1338108
ANTFELP101NP002,ANTIPOLO CITY,14.62555849,121.1318217
ANTFELP101NP003,ANTIPOLO CITY,14.6268963,121.1325084
ANTFELP101NP004,ANTIPOLO CITY,14.63004138,121.134854
ANTFELP101NP005,ANTIPOLO CITY,14.63231036,121.1332012
ANTFELP101NP006,ANTIPOLO CITY,14.63224654,121.1319147
ANTFELP101NP007,ANTIPOLO CITY,14.63226265,121.1307785
ANTFELP101NP008,ANTIPOLO CITY,14.63201521,121.1304671
ANTFELP132NP001,ANTIPOLO CITY,14.63228509,121.13245
ANTFELP132NP002,ANTIPOLO CITY,14.63292449,121.1331248
ANTFELP132NP003,ANTIPOLO CITY,14.6328029,121.132853
ANTFELP132NP004,ANTIPOLO CITY,14.63339539,121.1328266
ANTFELP132NP005,ANTIPOLO CITY,14.63402378,121.132849
ANTFELP132NP006,ANTIPOLO CITY,14.6342861,121.1330507
ANTFELP132NP007,ANTIPOLO CITY,14.63420454,121.1339324
ANTFELP132NP008,ANTIPOLO CITY,14.63346777,121.1339395
ANTFELP133NP001,ANTIPOLO CITY,14.6327844,121.133937
ANTFELP133NP002,ANTIPOLO CITY,14.6321228,121.1339531
ANTFELP133NP003,ANTIPOLO CITY,14.63183777,121.134533
ANTFELP133NP004,ANTIPOLO CITY,14.63125376,121.1348605
ANTFELP133NP005,ANTIPOLO CITY,14.630637,121.1351389
ANTFELP133NP006,ANTIPOLO CITY,14.63010146,121.1348755
ANTFELP133NP007,ANTIPOLO CITY,14.62898146,121.1346101
ANTFELP133NP008,ANTIPOLO CITY,14.62884953,121.1349843
ANTFELP145NP001,ANTIPOLO CITY,14.61375944,121.1270737
ANTFELP145NP002,ANTIPOLO CITY,14.61337921,121.126845
ANTFELP145NP003,ANTIPOLO CITY,14.61331367,121.1268021
ANTFELP145NP004,ANTIPOLO CITY,14.61727,121.12972
ANTFELP145NP005,ANTIPOLO CITY,14.61727,121.12972
ANTFELP145NP006,ANTIPOLO CITY,14.61254625,121.1264389
ANTFELP145NP007,ANTIPOLO CITY,14.61376831,121.1274427
ANTFELP145NP008,ANTIPOLO CITY,14.61376831,121.1274427
ANTFELP146NP001,ANTIPOLO CITY,14.61285586,121.1268864
ANTFELP146NP002,ANTIPOLO CITY,14.61209473,121.126723
ANTFELP146NP003,ANTIPOLO CITY,14.61209473,121.126723
ANTFELP146NP004,ANTIPOLO CITY,14.61135174,121.1265673
ANTFELP146NP005,ANTIPOLO CITY,14.61135174,121.1265673
ANTFELP146NP006,ANTIPOLO CITY,14.61078993,121.1271241
ANTFELP146NP007,ANTIPOLO CITY,14.61037644,121.1264981
ANTFELP146NP008,ANTIPOLO CITY,14.61308727,121.127089
ANTFELP147NP001,ANTIPOLO CITY,14.62450048,121.1302782
ANTFELP147NP002,ANTIPOLO CITY,14.62477258,121.1282907
ANTFELP147NP003,ANTIPOLO CITY,14.62489439,121.1273148
ANTFELP147NP004,ANTIPOLO CITY,14.6246254,121.1275005
ANTFELP147NP005,ANTIPOLO CITY,14.6244672,121.1282708
ANTFELP147NP006,ANTIPOLO CITY,14.62401904,121.1281937
ANTFELP147NP007,ANTIPOLO CITY,14.62353231,121.1284751
ANTFELP147NP008,ANTIPOLO CITY,14.62390172,121.1294878
ANTFELP148NP001,ANTIPOLO CITY,14.62497821,121.1295942
ANTFELP148NP002,ANTIPOLO CITY,14.62560284,121.1284093
ANTFELP148NP003,ANTIPOLO CITY,14.62530954,121.1274406
ANTFELP148NP004,ANTIPOLO CITY,14.62595848,121.1270047
ANTFELP148NP005,ANTIPOLO CITY,14.62643841,121.1264521
ANTFELP148NP006,ANTIPOLO CITY,14.62616751,121.1276188
ANTFELP148NP007,ANTIPOLO CITY,14.62730789,121.1280093
ANTFELP148NP008,ANTIPOLO CITY,14.62615152,121.1288849
ANTFELP152NP001,ANTIPOLO CITY,14.63490211,121.1239727
ANTFELP152NP002,ANTIPOLO CITY,14.63548555,121.123722
ANTFELP152NP003,ANTIPOLO CITY,14.63528381,121.1243528
ANTFELP152NP004,ANTIPOLO CITY,14.63615288,121.1240096
ANTFELP152NP005,ANTIPOLO CITY,14.6372007,121.1237834
ANTFELP152NP006,ANTIPOLO CITY,14.6375946,121.123217
ANTFELP152NP007,ANTIPOLO CITY,14.63674353,121.123025
ANTFELP152NP008,ANTIPOLO CITY,14.63648789,121.1234592
ANTFELP153NP006,ANTIPOLO CITY,14.60037229,121.1814661
ANTFELP158NP001,ANTIPOLO CITY,14.62679872,121.1393441
ANTFELP158NP002,ANTIPOLO CITY,14.62772504,121.1394942
ANTFELP158NP003,ANTIPOLO CITY,14.6268586,121.1401589
ANTFELP158NP004,ANTIPOLO CITY,14.6268679,121.1405051
ANTFELP158NP005,ANTIPOLO CITY,14.62634353,121.1403228
ANTFELP158NP006,ANTIPOLO CITY,14.62734491,121.1396542
ANTFELP158NP007,ANTIPOLO CITY,14.62637114,121.1402988
ANTFELP158NP008,ANTIPOLO CITY,14.626854,121.1405292
ANTFELP159NP001,ANTIPOLO CITY,14.6343488,121.1384309
ANTFELP159NP002,ANTIPOLO CITY,14.6349478,121.1379186
ANTFELP159NP003,ANTIPOLO CITY,14.63528679,121.1380819
ANTFELP159NP004,ANTIPOLO CITY,14.63577441,121.1379586
ANTFELP159NP005,ANTIPOLO CITY,14.63424757,121.1379072
ANTFELP159NP006,ANTIPOLO CITY,14.63524087,121.1374629
ANTFELP159NP007,ANTIPOLO CITY,14.63582774,121.1373194
ANTFELP159NP008,ANTIPOLO CITY,14.63602181,121.137595
ANTFELP160NP001,ANTIPOLO CITY,14.63642754,121.1386337
ANTFELP160NP002,ANTIPOLO CITY,14.63606135,121.1388751
ANTFELP160NP003,ANTIPOLO CITY,14.63620629,121.1397566
ANTFELP160NP004,ANTIPOLO CITY,14.6365497,121.14117
ANTFELP160NP005,ANTIPOLO CITY,14.63669806,121.1407367
ANTFELP160NP006,ANTIPOLO CITY,14.63652606,121.1398253
ANTFELP160NP007,ANTIPOLO CITY,14.63685509,121.1393608
ANTFELP160NP008,ANTIPOLO CITY,14.63697766,121.1401275
ANTFELP162NP001,ANTIPOLO CITY,14.63373634,121.1258305
ANTFELP162NP003,ANTIPOLO CITY,14.63391905,121.1268124
ANTFELP162NP004,ANTIPOLO CITY,14.63391642,121.1271307
ANTFELP162NP005,ANTIPOLO CITY,14.63343654,121.1270684
ANTFELP162NP006,ANTIPOLO CITY,14.63299187,121.1278311
ANTFELP162NP007,ANTIPOLO CITY,14.63334332,121.1284254
ANTFELP162NP008,ANTIPOLO CITY,14.63333706,121.1278992
ANTFELP163NP001,ANTIPOLO CITY,14.62520729,121.1452561
ANTFELP163NP002,ANTIPOLO CITY,14.62450785,121.1448978
ANTFELP163NP003,ANTIPOLO CITY,14.62405978,121.1449146
ANTFELP163NP004,ANTIPOLO CITY,14.62411641,121.144542
ANTFELP163NP005,ANTIPOLO CITY,14.62534163,121.1452903
ANTFELP163NP006,ANTIPOLO CITY,14.62520121,121.1452513
ANTFELP163NP007,ANTIPOLO CITY,14.6241459,121.144916
ANTFELP163NP008,ANTIPOLO CITY,14.62408901,121.1445006
ANTFELP164NP001,ANTIPOLO CITY,14.62395103,121.1443072
ANTFELP164NP002,ANTIPOLO CITY,14.62398799,121.1440491
ANTFELP164NP003,ANTIPOLO CITY,14.62385334,121.143546
ANTFELP164NP004,ANTIPOLO CITY,14.62336164,121.1427989
ANTFELP164NP005,ANTIPOLO CITY,14.62368332,121.1431946
ANTFELP164NP006,ANTIPOLO CITY,14.6240579,121.1444012
ANTFELP164NP007,ANTIPOLO CITY,14.62393852,121.1442322
ANTFELP164NP008,ANTIPOLO CITY,14.62393852,121.1442322
ANTFELP168NP001,ANTIPOLO CITY,14.63059314,121.123896
ANTFELP168NP002,ANTIPOLO CITY,14.63051778,121.124854
ANTFELP168NP003,ANTIPOLO CITY,14.62971107,121.1250661
ANTFELP168NP004,ANTIPOLO CITY,14.6299843,121.1255501
ANTFELP168NP005,ANTIPOLO CITY,14.62939615,121.1261068
ANTFELP168NP006,ANTIPOLO CITY,14.62970015,121.1265439
ANTFELP168NP007,ANTIPOLO CITY,14.63013254,121.126534
ANTFELP168NP008,ANTIPOLO CITY,14.63073572,121.1270897
ANTFELP172NP001,ANTIPOLO CITY,14.63050838,121.1187942
ANTFELP172NP002,ANTIPOLO CITY,14.63034252,121.1191336
ANTFELP172NP003,ANTIPOLO CITY,14.63016248,121.119375
ANTFELP172NP004,ANTIPOLO CITY,14.63074935,121.11922
ANTFELP172NP005,ANTIPOLO CITY,14.63252245,121.1192375
ANTFELP172NP006,ANTIPOLO CITY,14.63250906,121.1196397
ANTFELP172NP007,ANTIPOLO CITY,14.63157863,121.1196925
ANTFELP172NP008,ANTIPOLO CITY,14.63102978,121.1197433
ANTFELP178NP001,ANTIPOLO CITY,14.62651841,121.1448504
ANTFELP178NP002,ANTIPOLO CITY,14.62700824,121.1450932
ANTFELP178NP003,ANTIPOLO CITY,14.62767941,121.1451318
ANTFELP178NP004,ANTIPOLO CITY,14.62848166,121.1451711
ANTFELP178NP005,ANTIPOLO CITY,14.62890499,121.1448863
ANTFELP178NP006,ANTIPOLO CITY,14.62707617,121.1449312
ANTFELP178NP007,ANTIPOLO CITY,14.62782124,121.1450615
ANTFELP178NP008,ANTIPOLO CITY,14.6295994,121.145033
ANTFELP179NP001,ANTIPOLO CITY,14.62997383,121.1449625
ANTFELP179NP002,ANTIPOLO CITY,14.63058702,121.1448028
ANTFELP179NP003,ANTIPOLO CITY,14.63179042,121.144074
ANTFELP179NP004,ANTIPOLO CITY,14.63023162,121.1461288
ANTFELP179NP005,ANTIPOLO CITY,14.63033661,121.1466131
ANTFELP179NP006,ANTIPOLO CITY,14.63107517,121.1467638
ANTFELP179NP007,ANTIPOLO CITY,14.63156312,121.146404
ANTFELP179NP008,ANTIPOLO CITY,14.63146147,121.1466686
ANTFELP180NP001,ANTIPOLO CITY,14.61685777,121.1383279
ANTFELP180NP002,ANTIPOLO CITY,14.61614463,121.1380367
ANTFELP180NP003,ANTIPOLO CITY,14.61582383,121.137602
ANTFELP180NP004,ANTIPOLO CITY,14.61556079,121.1373727
ANTFELP180NP005,ANTIPOLO CITY,14.61484811,121.1375141
ANTFELP180NP006,ANTIPOLO CITY,14.61434365,121.1369391
ANTFELP180NP007,ANTIPOLO CITY,14.6144664,121.1365525
ANTFELP180NP008,ANTIPOLO CITY,14.61447211,121.1365755
ANTFELP181NP001,ANTIPOLO CITY,14.63096808,121.1180952
ANTFELP181NP002,ANTIPOLO CITY,14.63170974,121.1169088
ANTFELP181NP003,ANTIPOLO CITY,14.63215191,121.115559
ANTFELP181NP004,ANTIPOLO CITY,14.63245654,121.1148345
ANTFELP181NP005,ANTIPOLO CITY,14.63262537,121.1139203
ANTFELP181NP006,ANTIPOLO CITY,14.63257765,121.114182
ANTFELP181NP007,ANTIPOLO CITY,14.63264005,121.1131844
ANTFELP181NP008,ANTIPOLO CITY,14.63133689,121.112421
ANTFELP182NP001,ANTIPOLO CITY,14.6320618,121.1114244
ANTFELP182NP002,ANTIPOLO CITY,14.63208099,121.1110584
ANTFELP182NP003,ANTIPOLO CITY,14.63187947,121.1105081
ANTFELP182NP004,ANTIPOLO CITY,14.63149471,121.1104192
ANTFELP182NP005,ANTIPOLO CITY,14.63120366,121.1103828
ANTFELP182NP008,ANTIPOLO CITY,14.63215834,121.1115134
ANTFELP190NP001,ANTIPOLO CITY,14.62781762,121.1138303
ANTFELP190NP002,ANTIPOLO CITY,14.62864166,121.1141875
ANTFELP190NP003,ANTIPOLO CITY,14.62859228,121.1150647
ANTFELP190NP004,ANTIPOLO CITY,14.62891401,121.113457
ANTFELP190NP005,ANTIPOLO CITY,14.62859228,121.1150647
ANTFELP190NP006,ANTIPOLO CITY,14.62860154,121.1149243
ANTFELP190NP007,ANTIPOLO CITY,14.62847267,121.113851
ANTFELP190NP008,ANTIPOLO CITY,14.62891401,121.113457
ANTFELP191NP001,ANTIPOLO CITY,14.62903438,121.1142736
ANTFELP191NP002,ANTIPOLO CITY,14.62943251,121.114465
ANTFELP191NP003,ANTIPOLO CITY,14.62973033,121.1143071
ANTFELP191NP004,ANTIPOLO CITY,14.62959762,121.1159562
ANTFELP191NP005,ANTIPOLO CITY,14.62898499,121.114902
ANTFELP191NP006,ANTIPOLO CITY,14.62937387,121.1152337
ANTFELP191NP007,ANTIPOLO CITY,14.62968095,121.1148302
ANTFELP191NP008,ANTIPOLO CITY,14.62959762,121.1159562
ANTFELP200NP001,ANTIPOLO CITY,14.6295753,121.1203871
ANTFELP200NP002,ANTIPOLO CITY,14.6295753,121.1203871
ANTFELP200NP003,ANTIPOLO CITY,14.630116,121.119479
ANTFELP200NP004,ANTIPOLO CITY,14.630116,121.119479
ANTFELP200NP005,ANTIPOLO CITY,14.630116,121.119479
ANTFELP200NP006,ANTIPOLO CITY,14.630116,121.119479
ANTFELP200NP007,ANTIPOLO CITY,14.630116,121.119479
ANTFELP200NP008,ANTIPOLO CITY,14.630116,121.119479
ANTFELP204NP001,ANTIPOLO CITY,14.62750176,121.1673867
ANTFELP204NP002,ANTIPOLO CITY,14.6266544,121.1677164
ANTFELP204NP003,ANTIPOLO CITY,14.62583992,121.168003
ANTFELP204NP004,ANTIPOLO CITY,14.62620613,121.1689857
ANTFELP204NP005,ANTIPOLO CITY,14.62387021,121.1677431
ANTFELP204NP006,ANTIPOLO CITY,14.62338556,121.1672128
ANTFELP204NP007,ANTIPOLO CITY,14.62408932,121.1676733
ANTFELP204NP008,ANTIPOLO CITY,14.6235312,121.1671615
ANTFELP205NP001,ANTIPOLO CITY,14.62799769,121.1685353
ANTFELP205NP002,ANTIPOLO CITY,14.62749746,121.1683498
ANTFELP205NP003,ANTIPOLO CITY,14.62713279,121.1693214
ANTFELP205NP004,ANTIPOLO CITY,14.62846988,121.1688049
ANTFELP205NP005,ANTIPOLO CITY,14.62828763,121.1697178
ANTFELP205NP006,ANTIPOLO CITY,14.62833808,121.170052
ANTFELP205NP007,ANTIPOLO CITY,14.62847105,121.1700072
ANTFELP205NP008,ANTIPOLO CITY,14.62834446,121.1696884
ANTFELP206NP001,ANTIPOLO CITY,14.62238967,121.1691688
ANTFELP206NP002,ANTIPOLO CITY,14.62317953,121.1684491
ANTFELP206NP003,ANTIPOLO CITY,14.6236244,121.1688042
ANTFELP206NP004,ANTIPOLO CITY,14.62480827,121.1686828
ANTFELP206NP005,ANTIPOLO CITY,14.62457369,121.1690981
ANTFELP206NP006,ANTIPOLO CITY,14.62354267,121.169321
ANTFELP206NP007,ANTIPOLO CITY,14.62489613,121.1686905
ANTFELP206NP008,ANTIPOLO CITY,14.62467861,121.1690184
ANTFELP207NP001,ANTIPOLO CITY,14.62283161,121.1699576
ANTFELP207NP002,ANTIPOLO CITY,14.62391955,121.1696132
ANTFELP207NP003,ANTIPOLO CITY,14.62543365,121.1691469
ANTFELP207NP004,ANTIPOLO CITY,14.62538224,121.1696603
ANTFELP207NP005,ANTIPOLO CITY,14.62457642,121.1699206
ANTFELP207NP006,ANTIPOLO CITY,14.62351489,121.1702523
ANTFELP207NP007,ANTIPOLO CITY,14.62250142,121.1710933
ANTFELP207NP008,ANTIPOLO CITY,14.62440476,121.170008
ANTFELP208NP001,ANTIPOLO CITY,14.62427932,121.1705194
ANTFELP208NP002,ANTIPOLO CITY,14.62566208,121.170068
ANTFELP208NP003,ANTIPOLO CITY,14.62559329,121.1705764
ANTFELP208NP004,ANTIPOLO CITY,14.62408884,121.1710523
ANTFELP208NP005,ANTIPOLO CITY,14.62582115,121.1710104
ANTFELP208NP006,ANTIPOLO CITY,14.6249125,121.1712918
ANTFELP208NP007,ANTIPOLO CITY,14.6238234,121.171767
ANTFELP208NP008,ANTIPOLO CITY,14.62597667,121.1709514
ANTFELP209NP001,ANTIPOLO CITY,14.62301573,121.1569847
ANTFELP209NP002,ANTIPOLO CITY,14.62371166,121.1576521
ANTFELP209NP003,ANTIPOLO CITY,14.62411554,121.1582581
ANTFELP209NP004,ANTIPOLO CITY,14.62457101,121.158927
ANTFELP209NP005,ANTIPOLO CITY,14.62582586,121.1608669
ANTFELP209NP006,ANTIPOLO CITY,14.62583539,121.16084
ANTFELP209NP007,ANTIPOLO CITY,14.62309241,121.1563952
ANTFELP209NP008,ANTIPOLO CITY,14.62322512,121.1555978
ANTFELP210NP001,ANTIPOLO CITY,14.62591048,121.1591682
ANTFELP210NP002,ANTIPOLO CITY,14.62634523,121.158518
ANTFELP210NP003,ANTIPOLO CITY,14.62624833,121.1580582
ANTFELP210NP004,ANTIPOLO CITY,14.62627525,121.1580257
ANTFELP210NP005,ANTIPOLO CITY,14.62583849,121.1592511
ANTFELP210NP006,ANTIPOLO CITY,14.62627457,121.1585323
ANTFELP210NP007,ANTIPOLO CITY,14.62622686,121.158135
ANTFELP210NP008,ANTIPOLO CITY,14.62622686,121.158135
ANTFELP211NP001,ANTIPOLO CITY,14.62647029,121.1580101
ANTFELP211NP002,ANTIPOLO CITY,14.62648224,121.1580271
ANTFELP211NP003,ANTIPOLO CITY,14.62670876,121.157938
ANTFELP211NP004,ANTIPOLO CITY,14.62670857,121.1579119
ANTFELP211NP005,ANTIPOLO CITY,14.62676053,121.1581838
ANTFELP211NP006,ANTIPOLO CITY,14.62676053,121.1581838
ANTFELP211NP007,ANTIPOLO CITY,14.62676053,121.1581838
ANTFELP211NP008,ANTIPOLO CITY,14.62657645,121.1579339
ANTFELP258NP001,ANTIPOLO CITY,14.62399242,121.1246221
ANTFELP258NP002,ANTIPOLO CITY,14.62289187,121.1251927
ANTFELP258NP003,ANTIPOLO CITY,14.62201934,121.1260556
ANTFELP258NP004,ANTIPOLO CITY,14.62089575,121.1268875
ANTFELP258NP005,ANTIPOLO CITY,14.62097087,121.1263508
ANTFELP258NP006,ANTIPOLO CITY,14.62210001,121.126083
ANTFELP258NP007,ANTIPOLO CITY,14.6209407,121.1268153
ANTFELP258NP008,ANTIPOLO CITY,14.62098871,121.126193
ANTFELP259NP001,ANTIPOLO CITY,14.62215373,121.1272155
ANTFELP259NP002,ANTIPOLO CITY,14.62237051,121.1275688
ANTFELP259NP003,ANTIPOLO CITY,14.62192841,121.1279453
ANTFELP259NP004,ANTIPOLO CITY,14.62163021,121.1273012
ANTFELP259NP005,ANTIPOLO CITY,14.6213615,121.1270178
ANTFELP259NP006,ANTIPOLO CITY,14.6218391,121.1283777
ANTFELP259NP007,ANTIPOLO CITY,14.62146082,121.1280057
ANTFELP259NP008,ANTIPOLO CITY,14.62146082,121.1280057
ANTFELP260NP001,ANTIPOLO CITY,14.62026128,121.1274272
ANTFELP260NP002,ANTIPOLO CITY,14.62055857,121.1272319
ANTFELP260NP003,ANTIPOLO CITY,14.62018462,121.1268203
ANTFELP260NP004,ANTIPOLO CITY,14.61997233,121.1263191
ANTFELP260NP005,ANTIPOLO CITY,14.61982532,121.1264646
ANTFELP260NP006,ANTIPOLO CITY,14.61874448,121.128678
ANTFELP260NP007,ANTIPOLO CITY,14.6183928,121.1277996
ANTFELP260NP008,ANTIPOLO CITY,14.61765389,121.1277436
ANTFELP261NP001,ANTIPOLO CITY,14.62184238,121.1087743
ANTFELP261NP002,ANTIPOLO CITY,14.62213788,121.1103383
ANTFELP261NP003,ANTIPOLO CITY,14.6220981,121.1123397
ANTFELP261NP004,ANTIPOLO CITY,14.62182979,121.1125787
ANTFELP261NP005,ANTIPOLO CITY,14.62022075,121.1069256
ANTFELP261NP006,ANTIPOLO CITY,14.61881975,121.1070431
ANTFELP261NP007,ANTIPOLO CITY,14.61911168,121.1078717
ANTFELP261NP008,ANTIPOLO CITY,14.61746435,121.1071096
ANTFELP262NP003,ANTIPOLO CITY,14.61658827,121.1085555
ANTFELP262NP004,ANTIPOLO CITY,14.61608534,121.1088594
ANTFELP262NP005,ANTIPOLO CITY,14.61654949,121.1089819
ANTFELP262NP006,ANTIPOLO CITY,14.6170192,121.1089664
ANTFELP262NP007,ANTIPOLO CITY,14.61828221,121.1079935
ANTFELP262NP008,ANTIPOLO CITY,14.61837706,121.1093364
ANTFELP263NP001,ANTIPOLO CITY,14.61819182,121.110796
ANTFELP263NP003,ANTIPOLO CITY,14.61776183,121.110775
ANTFELP263NP004,ANTIPOLO CITY,14.61687441,121.1093813
ANTFELP263NP006,ANTIPOLO CITY,14.61664857,121.1099096
ANTFELP263NP007,ANTIPOLO CITY,14.61638413,121.1101594
ANTFELP263NP008,ANTIPOLO CITY,14.61585286,121.1100859
ANTFELP264NP001,ANTIPOLO CITY,14.61559736,121.1105096
ANTFELP264NP002,ANTIPOLO CITY,14.61649939,121.110625
ANTFELP264NP003,ANTIPOLO CITY,14.61682229,121.1105352
ANTFELP264NP004,ANTIPOLO CITY,14.61731615,121.1112673
ANTFELP264NP005,ANTIPOLO CITY,14.61730437,121.1104985
ANTFELP264NP006,ANTIPOLO CITY,14.61542052,121.1102551
ANTFELP264NP007,ANTIPOLO CITY,14.61696409,121.110501
ANTFELP264NP008,ANTIPOLO CITY,14.61737157,121.1104634
ANTFELP265NP001,ANTIPOLO CITY,14.62042809,121.1083415
ANTFELP265NP002,ANTIPOLO CITY,14.62080421,121.1081407
ANTFELP265NP003,ANTIPOLO CITY,14.62088792,121.1085727
ANTFELP265NP004,ANTIPOLO CITY,14.62052293,121.1092371
ANTFELP265NP005,ANTIPOLO CITY,14.61987337,121.1093721
ANTFELP265NP006,ANTIPOLO CITY,14.61871493,121.1090098
ANTFELP265NP007,ANTIPOLO CITY,14.61961752,121.1097578
ANTFELP265NP008,ANTIPOLO CITY,14.61915701,121.110211
ANTFELP266NP001,ANTIPOLO CITY,14.61833552,121.1101805
ANTFELP266NP002,ANTIPOLO CITY,14.61938196,121.1105843
ANTFELP266NP003,ANTIPOLO CITY,14.62065886,121.1100165
ANTFELP266NP004,ANTIPOLO CITY,14.61950747,121.1109783
ANTFELP266NP005,ANTIPOLO CITY,14.61957533,121.1114044
ANTFELP266NP006,ANTIPOLO CITY,14.62074933,121.111295
ANTFELP266NP007,ANTIPOLO CITY,14.62150681,121.1103844
ANTFELP266NP008,ANTIPOLO CITY,14.62031439,121.1122018
ANTFELP267NP001,ANTIPOLO CITY,14.61903197,121.1122998
ANTFELP267NP002,ANTIPOLO CITY,14.61848669,121.1126847
ANTFELP267NP003,ANTIPOLO CITY,14.61912275,121.1127051
ANTFELP267NP004,ANTIPOLO CITY,14.61971826,121.1126765
ANTFELP267NP005,ANTIPOLO CITY,14.6211382,121.1126161
ANTFELP267NP006,ANTIPOLO CITY,14.61796508,121.112998
ANTFELP267NP007,ANTIPOLO CITY,14.61789707,121.1135624
ANTFELP267NP008,ANTIPOLO CITY,14.61743253,121.1134601
ANTFELP268NP001,ANTIPOLO CITY,14.61701349,121.1141977
ANTFELP268NP002,ANTIPOLO CITY,14.61605564,121.1141453
ANTFELP268NP003,ANTIPOLO CITY,14.61676558,121.1145744
ANTFELP268NP004,ANTIPOLO CITY,14.61803565,121.1146904
ANTFELP268NP005,ANTIPOLO CITY,14.61704135,121.1150887
ANTFELP268NP006,ANTIPOLO CITY,14.61585195,121.1149175
ANTFELP268NP007,ANTIPOLO CITY,14.61514593,121.1148643
ANTFELP268NP008,ANTIPOLO CITY,14.6153712,121.1153199
ANTFELP269NP001,ANTIPOLO CITY,14.61612312,121.1153031
ANTFELP269NP002,ANTIPOLO CITY,14.61717363,121.1153073
ANTFELP269NP003,ANTIPOLO CITY,14.61797468,121.1154811
ANTFELP269NP004,ANTIPOLO CITY,14.61792703,121.1165113
ANTFELP269NP005,ANTIPOLO CITY,14.61787144,121.117742
ANTFELP269NP006,ANTIPOLO CITY,14.61675623,121.1160827
ANTFELP269NP007,ANTIPOLO CITY,14.6162785,121.1160014
ANTFELP269NP008,ANTIPOLO CITY,14.61622554,121.1164733
ANTFELP270NP001,ANTIPOLO CITY,14.61659384,121.1168979
ANTFELP270NP002,ANTIPOLO CITY,14.61606054,121.1172689
ANTFELP270NP003,ANTIPOLO CITY,14.61614653,121.1176644
ANTFELP270NP004,ANTIPOLO CITY,14.61629008,121.1180207
ANTFELP270NP005,ANTIPOLO CITY,14.61602539,121.1186646
ANTFELP270NP006,ANTIPOLO CITY,14.61602539,121.1186646
ANTFELP270NP007,ANTIPOLO CITY,14.61572913,121.1191097
ANTFELP270NP008,ANTIPOLO CITY,14.61572913,121.1191097
ANTFELP271NP001,ANTIPOLO CITY,14.61721649,121.129674
ANTFELP271NP002,ANTIPOLO CITY,14.61663122,121.1298903
ANTFELP271NP003,ANTIPOLO CITY,14.61711981,121.1293904
ANTFELP271NP004,ANTIPOLO CITY,14.61711981,121.1293904
ANTFELP271NP005,ANTIPOLO CITY,14.61695106,121.1286667
ANTFELP271NP006,ANTIPOLO CITY,14.61689737,121.1283339
ANTFELP271NP007,ANTIPOLO CITY,14.61646865,121.1285
ANTFELP271NP008,ANTIPOLO CITY,14.61617598,121.1280651
ANTFELP272NP001,ANTIPOLO CITY,14.61588197,121.1275039
ANTFELP272NP002,ANTIPOLO CITY,14.61604921,121.1286225
ANTFELP272NP003,ANTIPOLO CITY,14.61546999,121.1273106
ANTFELP272NP004,ANTIPOLO CITY,14.61520003,121.1278706
